ID,Station Name,City,Access Days Time,Facility Type,Latitude,Longitude,EV Network,Owner Type Code,County
229227,Juanita Court,Kirkland,24 hours daily,,47.7133,-122.209,Blink Network,,King
229270,AMZ SEA106-4,Bellevue,24 hours daily,,47.619791,-122.19971,ChargePoint Network,,King
229271,AMZ SEA106-3,Bellevue,24 hours daily,,47.619784,-122.199758,ChargePoint Network,,King
229519,Ballard Blocks,Seattle,24 hours daily,,47.6617217,-122.3758674,eVgo Network,,King
230209,"ARE-Seattle No. 12, LLC",Seattle,Contact station for hours of availability,PARKING_GARAGE,47.25033,-122.18104,AMPUP,P,Pierce
230420,Tacoma Power Lot D EV Charging,Tacoma,Contact station for hours of availability,UTILITY,47.228157,-122.485043,AMPUP,T,Pierce
230430,Seabrook EV Chargers,Pacific Beach,Contact station for hours of availability,MULTI_UNIT_DWELLING,47.19404038977142,-124.1980829153442,AMPUP,P,Grays Harbor
230986,Hilton Seattle Airport,Seattle,24 hours daily,,47.444398,-122.29516,EV Connect,,King
313086,Spokane Club Hotel,Spokane,24 hours daily,HOTEL,47.659207793755,-117.427341208809,Non-Networked,P,Spokane
232947,ONE88 SPACE 303 & 304,Bellevue,24 hours daily,,47.611826,-122.201331,ChargePoint Network,,King
233241,HOPEWORKS HOPEWORKS 2,Everett,24 hours daily,,47.972937,-122.200839,ChargePoint Network,,Snohomish
233514,Chehalis Commerce District,Chehalis,24 hours daily,,46.6797271,-122.9770999,eVgo Network,,Lewis
234438,Kohls Puyallup WA,Puyallup,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,47.101923,-122.296815,SHELL_RECHARGE,,Pierce
234983,ALLEY 111 CP1,Bellevue,24 hours daily,,47.618104,-122.19222,ChargePoint Network,,King
234984,ALLEY 111 CP2,Bellevue,24 hours daily,,47.618059,-122.192221,ChargePoint Network,,King
234985,ALLEY 111 CP3,Bellevue,24 hours daily,,47.618012,-122.192224,ChargePoint Network,,King
234986,ALLEY 111 CP4,Bellevue,24 hours daily,,47.617957,-122.192223,ChargePoint Network,,King
234987,ALLEY 111 CP5,Bellevue,24 hours daily,,47.617904,-122.192223,ChargePoint Network,,King
234988,ALLEY 111 CP6,Bellevue,24 hours daily,,47.617862,-122.192221,ChargePoint Network,,King
234989,ALLEY 111 CP7,Bellevue,24 hours daily,,47.617821,-122.192223,ChargePoint Network,,King
234990,ALLEY 111 CP8,Bellevue,24 hours daily,,47.617771,-122.192224,ChargePoint Network,,King
235318,SEA41 SEA41-7,Seattle,24 hours daily,,47.616076,-122.339828,ChargePoint Network,,King
235319,SEA41 SEA41-10,Seattle,24 hours daily,,47.616069,-122.339836,ChargePoint Network,,King
235320,SEA41 SEA41-9,Seattle,24 hours daily,,47.616081,-122.339836,ChargePoint Network,,King
235321,SEA41 SEA41-21,Seattle,24 hours daily,,47.616062,-122.339797,ChargePoint Network,,King
235322,SEA41 SEA41-22,Seattle,24 hours daily,,47.616069,-122.339786,ChargePoint Network,,King
235323,SEA41 SEA41-23,Seattle,24 hours daily,,47.616069,-122.339818,ChargePoint Network,,King
235324,SEA41 SEA41-17,Seattle,24 hours daily,,47.616026,-122.339818,ChargePoint Network,,King
235325,SEA41 SEA41-16,Seattle,24 hours daily,,47.616069,-122.339882,ChargePoint Network,,King
235326,SEA41 SEA41-24,Seattle,24 hours daily,,47.616062,-122.339845,ChargePoint Network,,King
235327,SEA41 SEA41-19,Seattle,24 hours daily,,47.616055,-122.339829,ChargePoint Network,,King
235328,SEA41 SEA41-20,Seattle,24 hours daily,,47.616055,-122.33985,ChargePoint Network,,King
235329,SEA41 SEA41-12,Seattle,24 hours daily,,47.616071,-122.339854,ChargePoint Network,,King
235330,SEA41 SEA41-11,Seattle,24 hours daily,,47.616083,-122.33985,ChargePoint Network,,King
235331,SEA41 SEA41-14,Seattle,24 hours daily,,47.616082,-122.339821,ChargePoint Network,,King
235332,SEA41 SEA41-15,Seattle,24 hours daily,,47.616076,-122.339754,ChargePoint Network,,King
235333,AMZ SEA42-17,Seattle,24 hours daily,,47.616259,-122.338853,ChargePoint Network,,King
235334,AMZ SEA42-15,Seattle,24 hours daily,,47.616265,-122.338863,ChargePoint Network,,King
235335,AMZ SEA42-16,Seattle,24 hours daily,,47.616277,-122.338872,ChargePoint Network,,King
235336,AMZ SEA42-18,Seattle,24 hours daily,,47.616259,-122.338839,ChargePoint Network,,King
235337,AMZ SEA42-13,Seattle,24 hours daily,,47.616276,-122.338848,ChargePoint Network,,King
235338,AMZ SEA42-12,Seattle,24 hours daily,,47.616271,-122.338868,ChargePoint Network,,King
235339,AMZ SEA42-14,Seattle,24 hours daily,,47.61628,-122.338861,ChargePoint Network,,King
235340,SEA41 SEA41-8,Seattle,24 hours daily,,47.616076,-122.339844,ChargePoint Network,,King
235342,SEA41 SEA41-13,Seattle,24 hours daily,,47.61607,-122.339824,ChargePoint Network,,King
235345,AMZ SEA40-7,Seattle,24 hours daily,,47.615307,-122.338225,ChargePoint Network,,King
235346,AMZ SEA40-9,Seattle,24 hours daily,,47.615314,-122.338234,ChargePoint Network,,King
235347,AMZ SEA40-13,Seattle,24 hours daily,,47.61532,-122.338246,ChargePoint Network,,King
235348,AMZ SEA40-11,Seattle,24 hours daily,,47.615305,-122.338215,ChargePoint Network,,King
235349,AMZ SEA40-10,Seattle,24 hours daily,,47.615303,-122.338242,ChargePoint Network,,King
235350,AMZ SEA40-8,Seattle,24 hours daily,,47.615311,-122.338245,ChargePoint Network,,King
235351,AMZ SEA40-12,Seattle,24 hours daily,,47.615297,-122.338221,ChargePoint Network,,King
235352,AMZ SEA44-5,Seattle,24 hours daily,,47.616662,-122.340786,ChargePoint Network,,King
235353,AMZ SEA44-7,Seattle,24 hours daily,,47.616653,-122.340794,ChargePoint Network,,King
235354,AMZ SEA44-6,Seattle,24 hours daily,,47.616663,-122.340804,ChargePoint Network,,King
235356,AMZ SEA44-9,Seattle,24 hours daily,,47.616663,-122.340794,ChargePoint Network,,King
235425,EDMONDSNISSAN CAMPBELL NORTH,Edmonds,24 hours daily,,47.778256,-122.344832,ChargePoint Network,,Snohomish
235493,ASPECT ASPCT AT TOTEM,Kirkland,24 hours daily,,47.712309,-122.179514,ChargePoint Network,,King
313085,Huckleberry's Natural Market,Spokane,24 hours daily,GROCERY,47.6464283735088,-117.426683514568,Non-Networked,P,Spokane
165136,Spokane City Credit Union,Spokane,24 hours daily,BANK,47.675571,-117.426269,Non-Networked,P,Spokane
104058,Washington State Department of Ecology - Public Parking Lot,Spokane,24 hours daily,PARKING_LOT,47.700624,-117.425573,Non-Networked,P,Spokane
313087,Spokane Public Library - Central,Spokane,24 hours daily,LIBRARY,47.6596979865922,-117.425382878579,Non-Networked,P,Spokane
116142,The Davenport Hotel - Tesla Destination,Spokane,,HOTEL,47.656578,-117.424414,Tesla Destination,P,Spokane
313090,803 N Post St Parking,Spokane,24 hours daily,PARKING_GARAGE,47.6649707611323,-117.424154919314,Non-Networked,P,Spokane
116148,The Hotel Lusso - Tesla Destination,Spokane,,HOTEL,47.657247,-117.423946,Tesla Destination,P,Spokane
235528,Schnitzer West LLC,Bothell,24 hours daily,,47.772426,-122.187139,EV Connect,,King
235700,Lumen Field Parking Garage,Seattle,6am-11pm daily,PARKING_GARAGE,47.5926384626354,-122.330869270063,Non-Networked,P,King
235701,Puget Sound Solar,Seattle,24 hours daily,PARKING_LOT,47.5955737030563,-122.311841805333,Non-Networked,P,King
235702,800 Fifth Avenue Parking Garage,Seattle,24 hours daily,PARKING_GARAGE,47.6054544002366,-122.330085418863,Non-Networked,P,King
235703,US Bank Center Garage,Seattle,24 hours daily,PARKING_GARAGE,47.610826048907,-122.334346934116,Non-Networked,P,King
235704,Stone Way N Parking Garage,Seattle,6am-10pm daily,PARKING_GARAGE,47.6492281351155,-122.342061617054,Non-Networked,P,King
235705,University of Washington - Parking Area W40,Seattle,24 hours daily,PARKING_LOT,47.6548806651459,-122.319211227533,Non-Networked,P,King
235706,University of Washington - Parking Lot N22,Seattle,24 hours daily,PARKING_LOT,47.6560149395404,-122.305003488076,Non-Networked,P,King
235707,Union Bay Plaza,Seattle,24 hours daily,PARKING_LOT,47.6619766883491,-122.293346008603,Non-Networked,P,King
235790,OLY CITY HALL OLY CITY HALL 1,Olympia,24 hours daily,,47.04506,-122.89476,ChargePoint Network,,Thurston
235795,TAO FAWU FARM STATION 1,Everson,24 hours daily,,48.89416,-122.281001,ChargePoint Network,,Whatcom
235956,HOPEWORKS HOPEWORKS 3,Everett,24 hours daily,,47.973294,-122.201177,ChargePoint Network,,Snohomish
236070,La Bella Vita Kitchen and Bar,Richland,24 hours daily,RESTAURANT,46.2925976863444,-119.274740824072,Non-Networked,P,Benton
236226,YAKAMART INC. STATION 1,Toppenish,24 hours daily,,46.375435,-120.33262,ChargePoint Network,,Yakima
236253,Granite Falls Police Station,Granite Falls,24 hours daily,PARKING_LOT,48.081697184675,-121.96881709403,Non-Networked,P,Snohomish
236254,Granite Falls City Hall,Granite Falls,24 hours daily,PARKING_LOT,48.0812599680094,-121.968687709625,Non-Networked,P,Snohomish
236323,3803 N 26th Street,Tacoma,24 hours daily,,47.271112,-122.487932,FLO,,Pierce
236600,BMR DEXTER DEXTER YARD-S1,Seattle,24 hours daily,,47.625918,-122.342192,ChargePoint Network,,King
236601,BMR DEXTER DEXTER YARD-S4,Seattle,24 hours daily,,47.625918,-122.342192,ChargePoint Network,,King
236752,VOLVO CAR USA SEATTLE DC1,Seattle,24 hours daily,,47.5816,-122.334883,ChargePoint Network,,King
236753,VOLVO CAR USA SEATTLE DC2,Seattle,24 hours daily,,47.581601,-122.334848,ChargePoint Network,,King
236754,VOLVO CAR USA SEATTLE DC3,Seattle,24 hours daily,,47.5816,-122.33481,ChargePoint Network,,King
236755,VOLVO CAR USA SEATTLE DC4,Seattle,24 hours daily,,47.581595,-122.334777,ChargePoint Network,,King
236777,NISSAN-EVERETT DC STATION 1,Everett,24 hours daily,,47.902712,-122.246862,ChargePoint Network,,Snohomish
236935,BELLINGHAM CITY TAYLOR DOCK,Bellingham,24 hours daily,,48.72532,-122.505152,ChargePoint Network,,Whatcom
236972,The Lex,Tacoma,24 hours daily,,47.2600301,-122.4438042,Blink Network,,Pierce
237072,"Eight Eighty-Eight Bellevue, LLC",Bellevue,24 hours daily,,47.6184362,-122.1962934,Blink Network,,King
237310,ESTATES AT COUG 2153,Issaquah,24 hours daily,,47.531503,-122.072654,ChargePoint Network,,King
237314,ESTATES AT COUG OFFICE 2,Issaquah,24 hours daily,,47.530138,-122.070337,ChargePoint Network,,King
237315,ESTATES AT COUG OFFICE1,Issaquah,24 hours daily,,47.530096,-122.070319,ChargePoint Network,,King
237639,Southcenter Plaza - Tesla Supercharger,Tukwila,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.455407,-122.256023,Tesla,P,King
237887,1800 Ninth Building,Seattle,24 hours daily,,47.615249,-122.3332564,Blink Network,,King
238012,North Bend Premium Outlets,North Bend,24 hours daily,,47.49132,-121.79308,eVgo Network,,King
238089,Olympic College Shelton,Shelton,24 hours daily,,47.2297155,-123.1108409,Blink Network,,Mason
238092,The Alexis Royal Sonesta Hotel Seattle,Seattle,24 hours daily,,47.604891,-122.336815,Blink Network,,King
238143,DAVIS PARK STATION 1,Ridgefield,24 hours daily,,45.816957,-122.74557,ChargePoint Network,,Clark
238265,TOBELLINGHAM TOB 1,Bellingham,24 hours daily,,48.754914,-122.459858,ChargePoint Network,,Whatcom
238565,Water & Environmental Center,Walla Walla,24 hours daily,PARKING_LOT,46.0781030999106,-118.273813752914,Non-Networked,P,Walla Walla
238566,Walla Walla Community College - Automotive Technology Center,Walla Walla,24 hours daily,PARKING_LOT,46.0805102792022,-118.281170868322,Non-Networked,P,Walla Walla
238793,LODGES CHARGER JAIME'S OFFICE,Yakima,24 hours daily,,46.58914,-120.603074,ChargePoint Network,,Yakima
238829,PORT OFFICE ADMINREARNORTH,Longview,24 hours daily,,46.107148,-122.941863,ChargePoint Network,,Cowlitz
238844,MCC CHARGERS CPE250-1,Marysville,24 hours daily,,48.052642,-122.178325,ChargePoint Network,,Snohomish
238845,MCC CHARGERS CPE250-2,Marysville,24 hours daily,,48.052658,-122.178452,ChargePoint Network,,Snohomish
240820,COP_ CITY HALL NO. 3,Pullman,24 hours daily,,46.719919,-117.182462,ChargePoint Network,,Whitman
240821,COP_ CITY HALL NO. 2,Pullman,24 hours daily,,46.71994,-117.182416,ChargePoint Network,,Whitman
240822,COP_ CITY HALL NO. 1,Pullman,24 hours daily,,46.719669,-117.181523,ChargePoint Network,,Whitman
241149,Shell Gas Station - Tesla Supercharger,Quincy,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,GAS_STATION,47.103405,-119.83392,Tesla,P,Grant
241195,Mason County PUD,Shelton,24 hours daily,,47.374141,-123.155375,Blink Network,,Mason
241218,Columbia Center Tower,Seattle,24 hours daily,,47.604817,-122.330568,Blink Network,,King
241242,KING COUNTY DES SAFETY TRAIN 2,Seattle,24 hours daily,,47.512,-122.28809,ChargePoint Network,,King
241243,KING COUNTY DES SAFETY TRAIN 3,Seattle,24 hours daily,,47.511906,-122.2884,ChargePoint Network,,King
241244,KING COUNTY DES SAFETY TRAIN 4,Seattle,24 hours daily,,47.51099,-122.29256,ChargePoint Network,,King
241270,PORT ANGELES CITY HALL #2,Port Angeles,24 hours daily,,48.114488,-123.431968,ChargePoint Network,,Clallam
241271,PORT ANGELES CITY HALL #3,Port Angeles,24 hours daily,,48.114455,-123.431904,ChargePoint Network,,Clallam
241272,PORT ANGELES CITY HALL #1,Port Angeles,24 hours daily,,48.114513,-123.43206,ChargePoint Network,,Clallam
250419,RIDGEFIELD NWR STATION 1,Ridgefield,24 hours daily,,45.82999,-122.74774,ChargePoint Network,,Clark
250519,Columbia REA,Walla Walla,24 hours daily,,46.081031,-118.284393,FLO,,Walla Walla
35621,Steam Plant Parking,Spokane,24 hours daily,RESTAURANT,47.65579218,-117.4236637,Non-Networked,P,Spokane
250912,Sunrise Inn Villas & Suites - Tesla Destination,Anacortes,,,48.50598,-122.6117,Tesla Destination,P,Skagit
250977,Courtyard by Marriott Pasco Tri-Cities Airport - Tesla Destination,Pasco,,,46.25605,-119.11724,Tesla Destination,P,Franklin
250991,The Walls Vineyards - Tesla Destination,Walla Walla,,,46.06881,-118.35589,Tesla Destination,P,Walla Walla
251032,Little Creek Casino Resort - Tesla Destination,Shelton,,,47.12836,-123.10355,Tesla Destination,P,Mason
251147,"Vancouver, WA - Northeast Fourth Plain Boulevard - Tesla Supercharger",Vancouver,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_LOT,45.645638,-122.601482,Tesla,P,Clark
251764,VILLASARLINGTON STATION 1,Arlington,24 hours daily,,48.164038,-122.184364,ChargePoint Network,,Snohomish
252153,JEEP EV DICKHANNAHJEEP1,Vancouver,24 hours daily,,45.647766,-122.59692,ChargePoint Network,,Clark
252158,JEEP EV DICKHANNAJEEP3,Vancouver,24 hours daily,,45.647721,-122.596933,ChargePoint Network,,Clark
252159,JEEP EV DICKHANNAHJEEP2,Vancouver,24 hours daily,,45.647742,-122.596928,ChargePoint Network,,Clark
116143,The Davenport Tower - Tesla Destination,Spokane,,HOTEL,47.656306,-117.423487,Tesla Destination,P,Spokane
252603,BEL-EV BEL-EV 1,Bellingham,24 hours daily,,48.78815,-122.487681,ChargePoint Network,,Whatcom
252632,Broadway Apartments - 2nd Floor,Everett,24 hours daily,,47.9752,-122.2018,Blink Network,,Snohomish
252656,BELLINGHAM CITY SHUKSAN MEADOWS,Bellingham,24 hours daily,,48.777522,-122.503621,ChargePoint Network,,Whatcom
252657,BELLINGHAM CITY WEST MAGNOLIA,Bellingham,24 hours daily,,48.751046,-122.477956,ChargePoint Network,,Whatcom
252749,NORAM BLOCK 7 #2,Bellevue,24 hours daily,,47.62245,-122.17886,ChargePoint Network,,King
252921,IKEA USA RENTON 3,Renton,24 hours daily,,47.442974,-122.227286,ChargePoint Network,,King
252922,IKEA USA RENTON 2,Renton,24 hours daily,,47.442791,-122.227276,ChargePoint Network,,King
252923,IKEA USA RENTON ST 1,Renton,24 hours daily,,47.442789,-122.227261,ChargePoint Network,,King
253006,BELLINGHAM CITY FAIRHAVEN PARK,Bellingham,24 hours daily,,48.713154,-122.499368,ChargePoint Network,,Whatcom
389553,Whitworth - Athletics Leadership Team Bldg,Spokane,24 hours daily,,47.754201,-117.42127,FLO,,Spokane
313088,Parkade Plaza Parking Garage,Spokane,24 hours daily,PARKING_GARAGE,47.6589127666411,-117.420004142045,Non-Networked,P,Spokane
253282,Home Depot - Tesla Supercharger,Chehalis,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,PARKING_LOT,46.679769,-122.976995,Tesla,P,Lewis
253307,NORAM BLOCK 7 #4,Bellevue,24 hours daily,,47.622447,-122.178896,ChargePoint Network,,King
253308,NORAM BLOCK 7 #3,Bellevue,24 hours daily,,47.622458,-122.178882,ChargePoint Network,,King
253309,NORAM BLOCK 7 #5,Bellevue,24 hours daily,,47.622468,-122.17887,ChargePoint Network,,King
253422,NORAM BLOCK 20 #7,Bellevue,24 hours daily,,47.622478,-122.177542,ChargePoint Network,,King
253429,NORAM BLOCK 20 #8,Bellevue,24 hours daily,,47.622506,-122.177537,ChargePoint Network,,King
253544,Frederickson Place - Frederickson WA DCFC,Puyallup,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.095838,-122.357127,SHELL_RECHARGE,,Pierce
253567,Walgreens at 4412 Rainier Ave Seattle,Seattle,Mon 8:00am - 11:59pm; Tue 8:00am - 11:59pm; Wed 8:00am - 11:59pm; Thu 8:00am - 11:59pm; Fri 8:00am - 11:59pm; Sat 8:00am - 11:59pm; Sun 8:00am - 11:59pm,,47.563966,-122.287468,SHELL_RECHARGE,,King
253575,Safeway 4011 S 164th,Seattle,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.45568,-122.281965,SHELL_RECHARGE,,King
253603,Aurora Shopping Center,Aurora,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.725432,-122.346418,SHELL_RECHARGE,,King
253617,Safeway 680f West Washington,Sequim,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,48.080594,-123.117292,SHELL_RECHARGE,,Clallam
253643,Walgreens 2100 NE 139TH ST VANCOUVER,Vancouver,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,45.722257,-122.650906,SHELL_RECHARGE,,Clark
253649,Alderwood Mall Nordstrom,Lynnwood,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.831167,-122.275227,SHELL_RECHARGE,,Snohomish
253652,Southport South Garage Level A,Renton,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,47.501409,-122.204499,SHELL_RECHARGE,,King
253838,NORAM BLOCK 7 #15,Bellevue,24 hours daily,,47.622476,-122.17888,ChargePoint Network,,King
253922,DWAYNE LANE'S DEALERSHIP,Burlington,24 hours daily,,48.451235,-122.343842,ChargePoint Network,,Skagit
254111,NORAM BLOCK 7 #1 ADA,Bellevue,24 hours daily,,47.622443,-122.178877,ChargePoint Network,,King
254503,NORAM BLOCK 7 #12,Bellevue,24 hours daily,,47.622449,-122.178919,ChargePoint Network,,King
254512,SCC SUMMIT SCC SUMMIT #1,Seattle,24 hours daily,,47.615003,-122.331809,ChargePoint Network,,King
254513,SCC SUMMIT SCC SUMMIT #3,Seattle,24 hours daily,,47.61488,-122.331476,ChargePoint Network,,King
254514,SCC SUMMIT SCC SUMMIT #2,Seattle,24 hours daily,,47.614938,-122.331583,ChargePoint Network,,King
254515,SCC SUMMIT SCC SUMMIT #4,Seattle,24 hours daily,,47.614938,-122.331508,ChargePoint Network,,King
254548,Best Western Mountainview Inn,Auburn,24 hours daily,,47.3016,-122.234444,FLO,,King
255170,Aeon Apartments,Vancouver,24 hours daily,,45.6299198,-122.6684897,Blink Network,,Clark
116147,The Davenport Grand Hotel - Tesla Destination,Spokane,,HOTEL,47.659917,-117.417273,Tesla Destination,P,Spokane
256046,Target - Tesla Supercharger,Everett,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.909318,-122.225827,Tesla,P,Snohomish
256118,SureStay Plus Hotel,Kennewick,24 hours daily,HOTEL,46.2159449742615,-119.218547768196,Non-Networked,P,Benton
256137,Skagit Valley College - Lewis Hall,Mount Vernon,24 hours daily,,48.436844,-122.312753,Blink Network,,Skagit
256214,TAC PW PARKING PARK PLAZA CP02,Tacoma,24 hours daily,,47.254591,-122.439294,ChargePoint Network,,Pierce
256215,TAC PW PARKING PARK PLAZA CP01,Tacoma,24 hours daily,,47.254518,-122.439253,ChargePoint Network,,Pierce
256217,TAC PW FAC MGT FIRE STN 5 CP1,Tacoma,24 hours daily,,47.275715,-122.396176,ChargePoint Network,,Pierce
256432,Arrive Noba Apartments,Seattle,24 hours daily,,47.6874796,-122.3763969,Blink Network,,King
256577,Evergreen Shopping Center - Tesla Supercharger,Tacoma,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,SHOPPING_CENTER,47.209689,-122.462833,Tesla,P,Pierce
256681,(Public) Silver Lake Water and Sewer District HQ Chargers,Bothell,24 hours daily,,47.85919654,-122.1767124,Blink Network,,Snohomish
256697,MP4 MP4,Gig Harbor,24 hours daily,,47.329972,-122.582577,ChargePoint Network,,Pierce
256714,Starbucks and Subway at Fairhaven Parkway,Bellingham,24 hours daily,,48.715337,-122.477684,FLO,,Whatcom
257088,HEARTLANDTOYOTA CT4020,Bremerton,24 hours daily,,47.555928,-122.67698,ChargePoint Network,,Kitsap
257334,LAKEHAVEN W&S 2,Federal Way,24 hours daily,,47.318292,-122.335526,ChargePoint Network,,King
257335,LAKEHAVEN W&S 1,Federal Way,24 hours daily,,47.318336,-122.33558,ChargePoint Network,,King
257460,P-5000 Garage at Carillon Point,Kirkland,24 hours daily,,47.655327,-122.205254,Blink Network,,King
257568,BESTMED UC STATION 2,College Place,24 hours daily,,46.037685,-118.371025,ChargePoint Network,,Walla Walla
257578,HORIZON REALTY VERGE APTS 1,Ellensburg,24 hours daily,,47.019158,-120.537756,ChargePoint Network,,Kittitas
257722,The Bravern,Bellevue,24 hours daily,,47.617103,-122.192456,FLO,,King
257723,112th at 12th Office Building,Bellevue,24 hours daily,,47.620163,-122.190604,FLO,,King
257738,White Salmon Fire Hall,White Salmon,,,45.72812,-121.48508,OpConnect,,Klickitat
257755,WinCo Foods - Sumner #74,Sumner,24 hours daily,,47.196706,-122.206916,eVgo Network,,Pierce
257898,BESTMED UC STATION 1,College Place,24 hours daily,,46.03764,-118.370917,ChargePoint Network,,Walla Walla
258236,BELLINGHAM CITY NEVADA 1,Bellingham,24 hours daily,,48.759581,-122.459056,ChargePoint Network,,Whatcom
258947,ARTIX ARTIX 1,Seattle,24 hours daily,,47.622256,-122.356564,ChargePoint Network,,King
258976,Eclipse Fremont,Seattle,24 hours daily,,47.6539512,-122.3469551,Blink Network,,King
258980,AMZ SEA29 - 6,Seattle,24 hours daily,,47.620085,-122.336021,ChargePoint Network,,King
258983,ARTIX ARTIX 2,Seattle,24 hours daily,,47.622256,-122.356521,ChargePoint Network,,King
258984,MICHAELSTOB MICHAELS'S TOYO,Bellevue,24 hours daily,,47.582053,-122.14192,ChargePoint Network,,King
116146,DoubleTree by Hilton Spokane City Center - Tesla Destination,Spokane,,HOTEL,47.66075,-117.414533,Tesla Destination,P,Spokane
259515,AMZ SEA107-4,Bellevue,24 hours daily,,47.619687,-122.200551,ChargePoint Network,,King
259516,AMZ SEA107-5,Bellevue,24 hours daily,,47.619744,-122.200532,ChargePoint Network,,King
259517,AMZ SEA107-2,Bellevue,24 hours daily,,47.61974,-122.20052,ChargePoint Network,,King
259518,AMZ SEA107-1,Bellevue,24 hours daily,,47.619679,-122.200523,ChargePoint Network,,King
259519,AMZ SEA107-3,Bellevue,24 hours daily,,47.619715,-122.200473,ChargePoint Network,,King
259583,Ruddell Auto,Port Angeles,24 hours daily,,48.10556,-123.40325,FLO,,Clallam
259585,P1FCU,Pullman,,,46.71111,-117.17948,OpConnect,,Whitman
259603,AMZ MONSTER #1,Renton,24 hours daily,,47.4742,-122.24461,ChargePoint Network,,King
259604,AMZ SEA104-4,Bellevue,24 hours daily,,47.613392,-122.195757,ChargePoint Network,,King
259605,AMZ SEA104-6,Bellevue,24 hours daily,,47.613392,-122.195727,ChargePoint Network,,King
259606,AMZ SEA104-1,Bellevue,24 hours daily,,47.613391,-122.19581,ChargePoint Network,,King
259607,AMZ SEA104-10,Bellevue,24 hours daily,,47.613389,-122.195787,ChargePoint Network,,King
259608,AMZ SEA104-7,Bellevue,24 hours daily,,47.613391,-122.195743,ChargePoint Network,,King
259609,AMZ SEA104-2,Bellevue,24 hours daily,,47.61339,-122.195775,ChargePoint Network,,King
259610,AMZ SEA104-8,Bellevue,24 hours daily,,47.613392,-122.195765,ChargePoint Network,,King
259611,AMZ SEA104-5,Bellevue,24 hours daily,,47.613391,-122.195822,ChargePoint Network,,King
259612,AMZ SEA104-3,Bellevue,24 hours daily,,47.61339,-122.195793,ChargePoint Network,,King
259613,AMZ SEA104-9,Bellevue,24 hours daily,,47.613391,-122.195782,ChargePoint Network,,King
259707,"Hampton Inn & Suites - Redmond, WA",Redmond,24 hours daily,,47.673966,-122.103558,EV Connect,,King
259830,PORTCW BLDG 20 #2,Washougal,24 hours daily,,45.563002,-122.325741,ChargePoint Network,,Clark
259831,PORTCW BLDG 20 #1,Washougal,24 hours daily,,45.56304,-122.325634,ChargePoint Network,,Clark
259832,PORTCW BLDG 20 #6,Washougal,24 hours daily,,45.562604,-122.326084,ChargePoint Network,,Clark
259833,PORTCW BLDG 20 #4,Washougal,24 hours daily,,45.562567,-122.325966,ChargePoint Network,,Clark
259834,PORTCW BLDG 20 #3,Washougal,24 hours daily,,45.56304,-122.32558,ChargePoint Network,,Clark
259914,Bainbridge Town Square - ZEV Co-Op Public,Bainbridge Island,,,47.62624,-122.52045,OpConnect,,Kitsap
259987,Yokes Grocery - Tesla Supercharger,Pasco,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,GROCERY,46.272432,-119.182453,Tesla,P,Franklin
260030,PORTCW BLDG 20 #5,Washougal,24 hours daily,,45.562907,-122.325816,ChargePoint Network,,Clark
